[5.260] (S)さいこりてぃ: こん塩～
[811.962] まぐ12: やまもと！？
[814.779] (S)yoshikiiii0212: 忠誠度下がるの？
[815.264] (S)殿様34: 殿様34 subscribed with Prime. They've subscribed for 11 months, currently on a 10 month streak! 
[815.591] hidegaruru1019: コスパなんよ
[816.898] nattunatu: みんな走ってくの初めてみたw
[817.851] kimta20515: ヒガシマルうどんスープがあれば最強。
[817.928] (S)kannzaki8: ボブ逃げることもあるんだな
[818.425] White_aIbum: ボブ逃せばP殺つかんのかこれ
[822.081] t0m0t0m06969: 島4つあんのに銀行ですか
[822.300] (S)カメモチ: ボブ下がるん？
[824.128] (S)kannzaki8: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[826.127] (S)きゅむぉ: ｗｗｗｗｗｗｗｗ
[826.444] (S)アジ7864: !?
[826.621] blue00113: ええええｗｗ
[826.727] (S)Madao2222: ｗｗｗｗｗｗ
[826.787] (S)mkm_18: ｗｗｗｗｗｗｗ
[826.893] (S)八神みや: 帰ってきたｗｗ
[827.201] (S)まれい: ｗｗｗｗ
[827.229] (S)もふーお: ｗｗｗｗｗｗｗｗ
[827.326] れぶりみ: えｗｗｗ
[827.404] (S)mira_koko: ｗｗｗ
[827.525] (S)kahal_86: wwww
[827.780] (S)桔梗6136: ww
[828.957] (S)蛙田いぶき: wwwwww
[829.490] (S)suzu25012: wwww
[830.629] ゲーセン: 復習は草w
[830.877] rinori_ddd: www
[831.114] (S)earl2socks: ｗｗｗ
[831.183] (S)kannzaki8: ｗｗｗｗｗｗｗｗ
[831.419] (S)4tsu_03: えwwwwww
[831.474] (S)ゆりぃー: やばwww
[831.525] (S)~MISSING_COMMENTER_INFO~: wwwwwww
[831.609] ぞのち: え？？
[831.690] (S)Jewel_meat: 嘘だろwww
[831.730] (S)rognuts: ｗｗｗｗｗｗ
[831.873] (S)桔梗6136: www
[831.891] (S)bonehead51: wwwwwwwwww
[832.095] (S)あきにい: w
[832.463] (S)yoshigon21: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[833.006] (S)alohapon: ｗｗｗｗｗｗｗｗ
[833.129] (S)いうた: wwwww
[833.187] (S)ばむるく: あっぶねえｗｗｗｗ
[833.322] narui1026: wwwwww
[833.352] e_t_o__: wwwwww
[833.508] (S)永久恋愛01414: ｗｗｗｗｗｗｗｗ
[833.568] (S)parupuntte: ｗｗｗｗ
[833.767] goosama: ｗｗｗｗｗ
[833.783] (S)sakae_gumi: ボブの逆襲ｗｗ
[833.783] ももけろ: wwwwww
[833.998] (S)glasses02: ええww
[835.467] (S)ebifraaaaai: w
[835.634] (S)kohaku0782: こっわｗ
[835.661] (S)スズミー: ｗｗｗｗ
[836.587] ken_8964: wwwwwwwwwwwwwwwwwww
[836.620] (S)アジ7864: えええ
[836.717] (S)sobako0193: ｗｗｗｗｗ
[836.767] (S)pasepon: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[836.929] (S)ひるお: やばすぎwwwww
[837.479] (S)kasutera_9646: wwwwww
[837.562] asuka_shota: やると思ったw
[837.703] (S)ぺんた326: マジかww
[837.724] (S)kannzaki8: ボブえぐいって
[837.890] ssslive0: wwwww
[837.913] (S)いうた: そんなことある？ww
[838.044] (S)ネオノアン: 怖すぎるww
[838.072] (S)kurobuchimegane_: やば過ぎwwww
[838.269] (S)のるんくん: wwwwwwwwwww
[838.337] (S)revy_765: ｗｗｗｗｗｗ
[838.404] (S)uwantea: こっわ
[838.418] howl_0624: あぶねぇ
[838.481] rosso_k: こわすぎw
[838.528] (S)ky1124boc: やばすぎｗｗｗｗ
[838.623] (S)xyz_3931: えぐw
[838.688] ~MISSING_COMMENTER_INFO~: ｗｗｗｗ
[838.709] (S)kahal_86: やばっwwy
[838.888] れぶりみ: しぬｗ
[838.898] ゆっくり竜王竜也: wwwww
[839.578] (S)rinko626: 心ありすぎ
[839.621] blue00113: 初めて見たなその挙動ｗｗｗ
[839.736] (S)オレティンコスモール: 島取り
[839.742] (S)c_world_: wwww
[839.755] (S)PINODAY0: あぶなw
[839.920] オオゼキ: なんだこれｗｗｗｗｗｗｗｗｗｗ
[840.005] madowakusan: wwwwwww
[840.185] svarog176: なんだこいつw
[840.331] (S)no_lack_6: えぐwww
[840.349] ももけろ: 街パチや
[840.375] (S)tofu_mint: 銃撃戦www
[840.851] (S)4tsu_03: こわすぎwwwwww
[840.991] sorano00: つっよｗ
[841.012] (S)_なこ_: 好戦的ボブ
[841.413] hidegaruru1019: ボブに薬うれんのよね
[841.570] (S)surugaaoi: 逆襲のボブｗｗ
[841.621] (S)fj_psun07: 心ありやん
[841.709] (S)ルークス_リヴェド: パチパチや！
[841.794] (S)nana43: 初めて見たｗｗｗ
[841.824] (S)glasses02: こわww
[841.904] (S)きゅむぉ: 自我あるだろあれｗｗ
[841.935] komatsupanda: やられたらやり返すw
[842.183] hazime3538: こわすぎwww
[842.583] naogons13: あぶねぇw
[842.730] (S)s_taichi24: シマとり！？
[842.850] dubstract: 帰ってきたボブ
[842.938] (S)safire360: 街パチや！
[842.965] (S)acane_zutomayo: acane_zutomayo subscribed with Prime. They've subscribed for 9 months, currently on a 5 month streak! 
[843.107] (S)_やお_: かえってくるまじかw
[843.130] (S)Madao2222: 逆襲のボブ
[843.146] san_ten_: 武器取りに行ってたw
[843.171] (S)saku4869: 指名手配ww
[843.346] (S)たく也: 賢いな
[843.720] leeresky: やばｗｗｗｗｗｗｗｗｗｗｗ
[843.930] (S)revivebot245: 島取り！？
[844.524] tesofo: ハンドガン練習しないでｗ
[844.533] (S)るびぃくん: 血がえぐい
[844.656] midutax: ボブさん？？？
[844.725] (S)横幅担当大臣: ボブに勝利
[844.956] (S)c_world_: 策士ボブ
[845.551] (S)rlrlpo: いい勝負wwww
[845.954] 頑者: まじでやべえｗ
[846.320] huranohajime: www
[846.337] (S)nanachan0617: 賢いボブ
[846.509] (S)スカイライン乗り: 逆襲のボブ
[846.963] goosama: 大事件やｗｗｗ
[847.077] (S)earl2socks: ボブの反撃ｗ
[847.345] (S)craxton7: 島取はじまった？
[847.621] (S)ゆゆきき: もう島取始まった？
[848.044] (S)bonehead51: 動きやばすぎwwww
[848.250] くもちゃん1: 歪みじゃん
[848.479] zora9712: ボブ島取りに使おう
[848.691] pipi551155: 時間差で攻撃してくんの面白すぎだろwww
[849.433] (S)yoshigon21: 心ありやろｗｗｗｗ
[849.640] (S)yashida26: こんなことあるんだ
[849.802] (S)matoyo11: 島取り？
[849.999] (S)mkm_18: 怖すぎボブｗ
[850.224] naru___10: ボブエグい
[850.228] (S)Jewel_meat: ボブの逆襲
[850.404] blue00113: 復讐のボブｗｗ
[850.465] (S)rebecca_76star: 島取り参加ボブ wwww
[850.861] kobm_mw: 復活のB
[851.411] 兎サギ: 店奪還しに来たww
[851.523] (S)エデゴ: ボブエイムいいwwww
[851.841] (S)ユッケイーナ: 正当防衛まである
[851.950] (S)kannzaki8: ボブ立ち回り〇
[852.411] (S)nakamumumu32: 街パチ屋
[852.455] (S)arunaima: 街パチや！
[852.774] (S)たち_: 心ありですコレは
[852.780] (S)箒ｱﾙﾀｲﾙ: 箒ｱﾙﾀｲﾙ subscribed at Tier 1. They've subscribed for 7 months, currently on a 7 month streak! 
[852.935] ビショビショ美少女: 怖すぎ
[852.980] marusan48: おいおい、バカ言わないでくれ日清のどん兵衛肉ごぼ天うどんには勝てねぇだろ！
[853.060] (S)jaaakyyy: ボブおもろwww
[853.347] (S)tofu_mint: シマ取りだっけ？
[853.350] (S)parupuntte: ボブ「街パチやぁ」
[853.469] (S)bakubaku52: えぐいw
[853.728] (S)yasatabe: 高確率でボブと死闘をくりひろげてるよね
[854.567] t0m0t0m06969: よく勝てたなw
[854.639] なぎころね: シマトリしてて草
[854.699] (S)3000masao: シャッガン取りにいったんかw
[855.223] (S)glasses02: どこのギャングや
[855.289] zio0216: 銃とりにもどったｗｗｗ
[855.308] (S)jyagaimo1019: ボブと島取するなｗ
[855.490] falco_xyz: さすが新メンバーボブ
[855.611] mokobra: おいおい、シマ取りは明日だぞ、ボブ
[856.158] (S)ひざおじ: やばすぎｗ
[856.450] (S)second_peanu2: 街パチや
[856.680] (S)rlrlpo: ほぼ
[856.859] (S)sysuajnsy: エグw
[857.071] (S)ぺんた326: 銃取りにww
[857.212] (S)ツカサ10: まちパチや！
[857.501] (S)sakae_gumi: 俺の店
[857.539] atui_samu: アヴェンジャーボブｗｗｗｗ
[858.305] (S)nanachan0617: 俺の店や！
[858.930] kogaden: 強過ぎるw
[859.209] (S)ファロン_: 乱射みたいだったw
[859.711] ゲーセン: やばすぎｗ
[861.416] soraizu: 歪みまくりw
[861.863] maka_west: やりに帰ってきたｗ
[861.870] (S)earl2socks: 頭きたんやろな
[862.053] りょうげーさん: 穴だらけｗ
[862.075] (S)PINODAY0: 逃げたと見せかけて
[862.076] (S)きゅむぉ: やる顔してたｗ
[862.264] (S)カメモチ: 街パチや！
[862.739] (S)aptenodytes_patagonicus: ガチボブ
[862.947] (S)4tsu_03: 心ありだろwwwwww
[863.538] (S)Jewel_meat: 街パチや！
[863.828] ふふふんまる: 頭脳戦
[864.117] れんぴょこ: モズ新メンバー
[864.586] (S)yasaigirai2003: 街パチ始まったｗ
[865.019] コブシヲニギル: ボブも学習してる
[865.707] karaagexvii: 正当防衛だろ！
[865.726] (S)renyan1010: 成長したんですねー
[865.848] (S)永久恋愛01414: 心ありかよｗｗｗ
[866.015] (S)pssssq: 山本さん宿ってたw
[866.577] (S)ばむるく: 知能あっただろ明らかに
[866.794] (S)rlrlpo: 島取りみたいwww
[867.387] zora9712: カラギャンつけないと
[867.726] (S)chiikana: 逆にリアルｗｗ
[868.251] dubstract: 街パチや！
[868.417] ごーやちゃんぽ: ボブパチや
[868.627] (S)revivebot245: コンビニの島は渡さない！
[869.260] sid_410_: 賢いボブ
[869.468] (S)bonehead51: IQ高かったぞwwww
[870.023] sorano00: 見た目でいけそうって判断したのかなｗ
[870.226] _うら_: ボブとの相性悪し
[870.431] (S)るびぃくん: 街パチや！
[870.476] (S)ゆるゆり3326: www
[870.687] (S)glasses02: これは心ある
[870.917] (S)ponzy48: 刺客や！！
[871.356] (S)sukimakaze1090: 人質いるのに関係ねえw
[873.569] (S)higemayo: RPうますぎボブ
[874.241] (S)meltart29: 今日はボブとシマ取り
[874.336] オオゼキ: 心あったね
[874.943] (S)luca_vivi: ボブに自我でてきてるw
[876.438] (S)sait104: ボブに撃ち勝てるのか
[876.472] いぇにく: NLに入れたかった
[876.584] (S)sushi_gari_man: ボブパチおもろすぎる
[877.687] blue00113: 急に映画みたいになるやんボブｗｗ
[878.776] (M)Nightbot: 他配信の情報をコメントに書く行為、私の配信の情報を他の配信でコメントする行為は禁止です。
[878.794] besdfh: あいつ雇おうｗ
[879.383] White_aIbum: 街パチバチバチパチパチや
[879.464] (S)t0nchaaaan: ボブとシマ取りですか？
[879.662] (S)けんじーじ: パチパチパチやぁ〜
[880.287] (S)yashida26: アプデかな笑
[880.896] (S)ururisa: アプデで変更あったんか
[881.928] howl_0624: どこの島ですかここ
[882.064] ボンサイおじさん: ボブ逮捕だろこれ
[884.098] (S)revy_765: 街パチや！！
[884.893] (S)s_taichi24: コンビニの横取りやんw
[884.976] white25season: こんばんはー
[885.103] (S)kasutera_9646: ボブは客ごといく
[886.469] (S)rinko626: 島ほしいかも
[887.235] (S)glasses02: 明日の島取り参加させようぜ
[887.431] (S)suzy5959: 自店を守る店長の鏡
[887.668] (S)earl2socks: ボブパチや
[887.670] れんぴょこ: MOZU構成員ボブ
[889.237] aosusuki: こんばんは
[889.346] (S)xyz_3931: ボブもしかしてMozuだった？
[889.593] (S)じゃがいも揚げ犬: わたパチマチパチマチマチ
[889.746] (S)kitsune_mk2: ボブ家近いんやな
[891.260] 勇者ヒンメルならそうした: ｵﾊﾖｵﾊﾖ
[891.414] (S)rognuts: ボブ怖すぎる
[891.475] marusan48: 日清のどん兵衛肉ごぼ天うどんには勝てねぇだろ！
[892.051] (S)ancolo_: ボブアプデw
[893.876] (S)きゅむぉ: ボブ「やったる」
[894.371] crest_24: めちゃくちゃ血痕でてるw
[894.516] hachigou_2020: わたぱちぱちぱち街パチやぞ
[895.419] ビショビショ美少女: mozuの刺客
[896.776] (M)Nightbot: 他配信の情報をコメントに書く行為、私の配信の情報を他の配信でコメントする行為は禁止です。
[897.155] (S)arunaima: あれ山下だろ！って思うことたまにあるから困るww
[897.215] オオゼキ: ノーリミの新メンバーにしよう
[899.507] tkshan: ボブは最初に殺さなきゃだなw
[900.609] ももけろ: ボブ街パチアプデです、か
[903.481] くもちゃん1: 変装したモズかもしれん
[904.214] (S)yashida26: そのうちカービン持ちそう
[905.993] beck91305: ボブ本
[908.544] (S)saku4869: ちゃんとキルしないとダメってことだな
[909.153] (S)あーむん0033: 殺意の波動に目覚めたボブ
[910.471] (S)uzend: ここみかじめ取れるんだ
[911.507] (S)宇宙戦艦コティンウィン: MOZUのボブ？
[911.521] (S)sakae_gumi: アップデート：ボブを強化しました
[914.776] (S)ジラフ331: ここもみかじめあんだ。
[920.058] ビショビショ美少女: ノーリミの島になってキレてるわ
[924.139] marusan48: おいおい、バカ言わないでくれ日清のどん兵衛肉ごぼ天うどんには勝てねぇだろ！
[930.802] ajmdx6: 今日も鼻水ゴクゴク音がすごい
[931.571] (M)Nightbot: 【Youtube Channel】https://www.youtube.com/channel/UCWlx7GTk0zQCi_0tKJhV72w
[932.173] (S)くにおのお肉: https://clips.twitch.tv/SpoopyBumblingFlySquadGoals-fRdjhWEo384jXvFb
[935.569] (S)yuuuuto09: 鼻声大丈夫ですか？？
[943.933] ボンサイおじさん: 撮れ髙作りのボブ
[951.411] san_ten_: かしこい
[958.825] slash_slash0105: 自分の島で心なき殺すと結構減るらしいぞ。
[958.911] (S)地縛神ポンタリウス: fantas22Nice
[960.936] su9cess: 今回はソード回か
[961.321] (S)kannzaki8: 危うくやられるところだった
[962.346] blue00113: あんな面白いボブは初めて
[964.119] kamoihitoshi: ファスオさんじゃん
[964.802] (S)おかず1210: 血を出したから指名手配w
[965.046] (S)ruka11029: どん兵衛ニキ
[965.644] なぎころね: 一瞬、警察が勘違いして撃ってきたのかと思ったくらい
[967.875] tkshan: これでも警察こんのか
[973.145] (S)ururisa: １６個は上振れか？
[973.263] はらぺっこぅ: やっぱ、コンビニは犯罪じゃないのか
[979.891] tsurupikahagemaru_kun: ここでも誰も来ないんや
[981.796] (S)arunaima: やっぱりコンビニは犯罪じゃないから警察来ないか....
[986.159] (S)yuki_mokomoko: 今みかじめあったくない？
[986.223] (S)taikon24: taikon24 subscribed with Prime. They've subscribed for 8 months, currently on a 7 month streak! 
[987.519] (S)~MISSING_COMMENTER_INFO~: 約8000差はでかいわ
[987.762] (S)nana43: コンビニは犯罪じゃありません、か
[987.957] (S)mkm_18: はしごしちゃう？
[989.324] howl_0624: ロックオン
[1001.346] (S)桔梗6136: ババアいないからな
[1005.061] ysk314_: フロント企業の優待みたいなの楽しみや
[1008.330] michi060809: コンビニは犯罪じゃないんだってさ
[1008.334] kamoihitoshi: コンビニは犯罪ではなかったか
[1008.593] (S)ebifraaaaai: ツルギはどうすんじゃい
[1009.646] (S)nana43: ナカバさんがヘラっちゃう
[1013.247] (S)のむけん: のむけん subscribed with Prime. They've subscribed for 6 months! 
[1013.458] tkshan: 日で減ってるだけか
[1018.467] tsurupikahagemaru_kun: 明日しまとり？
[1020.341] (S)darkun_1115: 見てますかナカバさゆ
[1023.893] watawatakunkun: 地域貢券ってあれ何？
[1026.422] くもちゃん1: 何が？
[1027.373] (S)カメモチ: 遅めですか？
[1028.329] れぉん69: 油断大敵
[1030.392] (S)arunaima: 明日島トリですねぇ
[1030.468] (S)nana43: 明日イベント有り過ぎや
[1031.724] サンドラさん: ファンちゃん、おはよ、おはよ
[1032.383] ゆっくり竜王竜也: 島取りにキャバクラに…
[1032.447] a_ryuuku: 明日時間ギリギリなかんじ？
[1032.962] (S)じゃがいも揚げ犬: 明日もタスクがモリモリですか？
[1033.144] (S)quick0833: にかりんの帰国の日？
[1035.304] hanataka5454: アプデ追い風そう
[1035.979] (S)蟹君: にかりん…
[1038.516] hagisoo: にかりんか？
[1041.769] (S)エミレーツ: 今日雨だからこんな早いの？
[1042.864] (S)reki_desu: 地域貢券はノーリミに追い風ですかね？
[1043.679] pipi551155: 明日シマトリもにかりんもあるし色々あるね
[1043.973] (S)jyagaimo1019: 今日のタイトルひらがななのめっちゃ気になる
[1045.674] mimisui: ギリギリ？
[1045.871] ボンジョヴィ: ６代目です、か
[1047.279] オオゼキ: OK
[1047.642] satan0120: そうやん！にかりん！
[1048.584] (S)re_non921: ファッションショーか？にかりん？
[1049.979] (S)pannakota1212: 6代目
[1051.223] 烏龍茶葉: 忙しいのですね
[1053.116] (S)ururisa: 準備もあるしなー
[1054.013] (S)aian9029: にかりん涙
[1059.713] hazime3538: 島取りとにかりんか
[1060.006] (S)kio_1223_od: 島取りは間に合います？
[1062.741] irebayada84sai: 衛生外かな？
[1062.969] naetle11: 地域貢けん筋トレ？
[1066.248] (S)tarako812: tarako812 subscribed with Prime. They've subscribed for 8 months! 
[1066.854] a_ryuuku: にかりん今日やろ？
[1066.861] どーなっつ: みにゃキャバもある
[1070.542] sweepHS: そういえば今日の釣りは流れたのか
[1070.755] (S)ponzy48: にかりんまじかなしい
[1074.354] equal325: 盗難車の種類増えたね
[1076.065] naru___10: 今日シマ？
[1077.963] (S)nana43: ﾏﾁｮﾁｬﾝ
[1079.676] ゴルーン: にかりんはこの島には必要な人材だよ 
[1080.928] (S)おで子222: odeko_2 subscribed with Prime. 
[1082.113] (S)arunaima: アマレスの感覚でね
[1083.047] (S)pin4ban: ほないつもどおりやん
[1083.522] a_ryuuku: 島明日
[1085.700] tiga227: こんー
[1087.941] yo_uc0508: 今日タスク多そう
[1094.112] (S)ebifraaaaai: 激動ってまだ？
[1094.841] (S)t0nchaaaan: 台風だし明日雨なんかなー
[1095.074] (S)じゃがいも揚げ犬: ﾏﾁｮﾁｬﾝ♡
[1096.182] (S)メタルマルフォイ: 島は明日やろ
[1096.982] arapero0107: 水金やで島取り
[1100.522] (S)rhcp_ryo: 拳🤛
[1102.228] まぐ12: そっかにかりんも明日か
[1103.371] pochiai: けん、つ？
[1108.825] naru___10: つるぎ煽りみたいな
[1113.007] (S)ひるお: 今日誰とデパートイベント行くんだ
[1117.264] (S)kyo_fny: にかりんいなくなったら白市民向けのイベント系物足りなくなるな
[1121.799] (S)ponzy48: 今日やることってつるぎとデパート？
[1133.049] フランカー06: つるぎと犬億ロックに殴り合い伝授楽しみだわ
[1134.721] (S)らんぼー2: 今日は珍四皇流伝授編なのか
[1139.808] (S)Jewel_meat: 企画屋減るの残念だな
[1141.190] (S)nana43: しつこく島取りのこと聞くとけっつんがまた怒るぞ
[1144.487] (S)buju: そうかにかりん明日までなのか
[1149.000] (S)まめぴー: 激動については順調なん？
[1152.541] taisam0222: https://clips.twitch.tv/ShyDeliciousPoultryOhMyDog-KosuV5sWfW2NNdMz
[1153.572] (S)masa1671252: 何かイベント誘われてなかったか？
[1153.756] a_ryuuku: 男同士でファッションショーきついw
[1154.391] tenten_1223: ソードのカード
[1157.980] tsurupikahagemaru_kun: さて と
[1160.190] (S)sait104: 今日つるぎに教える日か
[1160.930] (S)24fuku: 今日なんかチケットもらってたよね
[1167.205] (S)kannzaki8: お
[1173.167] (S)おいどん111: おおお
[1173.477] (S)biyarapara: お
[1173.677] (S)もふーお: お？
[1174.693] rosso_k: お？
[1174.935] tsurupikahagemaru_kun: ん
[1175.454] (S)アジ7864: お
[1175.893] (S)蛙田いぶき: お
[1176.092] (S)PINODAY0: お
[1176.145] 暇人1231: お
[1176.293] (S)Soukaiseki: お？
[1176.334] (S)カメモチ: お？
[1176.610] (S)じゃがいも揚げ犬: おお？
[1176.667] (S)ebifraaaaai: お
[1176.746] (S)sheseec: お？
[1176.873] (S)YAMATO00_RoueN: お？
[1176.912] elaina_1017: お
[1176.987] ニャンニャ: あ
[1177.085] (S)ponzy48: え？？？
[1177.188] (S)kurobuchimegane_: なしま！？
[1177.307] tocca00: 珍しい
[1177.427] (S)かきたまの鎌足: ん？
[1177.517] (S)re_non921: ひらがなｗ
[1177.586] りょうげーさん: めずらしい
[1177.650] (S)桔梗6136: かなかな
[1177.784] (S)aichikenmeen: めずら
[1178.081] (S)エデゴ: お
[1178.214] york2928: ん
[1178.363] れぶりみ: お
[1178.394] ごーやちゃんぽ: ん
[1178.581] (S)ひるお: めずらしー
[1178.871] (S)猫も杓子も: おひさやね
[1178.970] (S)uzend: めずらしい
[1179.293] ももけろ: なしまさん？
[1179.361] (S)k0rnefrake: かな❤
[1179.842] (S)ライハ0514: ん？
[1179.908] (S)sakae_gumi: また珍しい
[1180.040] hiryame: むむむ
[1180.396] ヤーマン8: 珍しい
[1181.012] はらぺっこぅ: 珍しい
[1181.105] (S)ururisa: めずらし
[1181.213] 瀬戸なるみ: ん？
[1181.668] (S)bonehead51: 珍しい
[1182.078] (S)bookbear05: お
[1182.132] (S)ビッツヒデ: ん
[1182.221] (S)senbei_kun: お
[1182.603] silorelies: 珍しい
[1182.650] tkshan: なしま？
[1182.755] (S)こしつぶのハーフちゃん: お？
[1182.848] (S)かきたまの鎌足: めずらしい
[1183.026] (S)かぐらんチャン: まだやってんの？
[1183.229] t0m0t0m06969: なしま、、、
[1184.121] (S)PINODAY0: かなかな
[1184.536] sanda3d: 最近は犯罪以外も、外交、占い、楽しいコンテンツがたくさんあって楽しい
[1185.129] (S)べねでぃくと: お
[1185.447] (S)nana43: かなかな♡
[1185.566] (S)sheseec: 珍しいｗｗ
[1185.724] ajmdx6: いきなりなんのストーリーだ
[1186.554] (S)shacomongo: おぉ
[1189.194] iuiuiuiuiiuu: 声えっどお
[1190.583] (S)そると111: えｗ
[1191.530] (S)tori5858: めずらしい
[1193.456] (S)takeninth: めずらし
[1195.195] (S)こういか_するめ: あ、やるんだ
[1195.208] (S)ccc020202: うわ
[1196.505] あいまー: めずらしw
[1196.874] (S)nakamumumu32: やるんだ
[1198.721] (S)きゅむぉ: ほう
[1199.306] ジュリアーノ: あわ
[1199.563] (S)sheseec: ｗｗｗｗｗｗｗｗ
[1199.976] (S)おいどん111: あれま
[1199.980] lyuske: うわ
[1200.145] (S)johnpeanuts: なんでいまw
[1200.668] (S)~MISSING_COMMENTER_INFO~: BibleThump
[1200.945] (S)buju: あw
[1201.026] ごーやちゃんぽ: あ、
[1201.123] (S)yahoo1192: www
[1201.199] mikeneko_desu: あら
[1201.341] ponta___1: BibleThump
[1201.443] (S)エデゴ: ほーう
[1202.400] (S)こしつぶのハーフちゃん: あら
[1202.448] (S)bonehead51: あら
[1202.509] tkshan: 終わったか
[1203.053] (S)kurenainoakuma: 久しぶりだぁ
[1203.331] (S)ippaioppi: ほーう
[1203.492] (S)ビッツヒデ: 昨日までwwww
[1203.748] hiryame: www
[1203.946] rinori_ddd: ww
[1204.039] (S)uwantea: あ
[1204.159] ごーやちゃんぽ: BibleThump
[1204.716] ttt2836: え
[1204.925] (S)bakubaku52: ほほう
[1204.960] (S)patrick1000koo: BibleThump
[1204.968] (S)べねでぃくと: BibleThump
[1205.054] (S)アジ7864: おお
[1205.281] (S)かぐらんチャン: チャット読んでないからwww
[1205.505] iuiuiuiuiiuu: BibleThump
[1205.533] (S)bakabondo1414: www
[1205.721] 暇人1231: 終わったんかw
[1205.729] 雪乃_にし: あら
[1205.962] (S)ぽふぃん: BibleThump
[1206.119] (S)雪玉オニギリ: ときすでにおすし
[1206.623] (S)toraware3004: wwwwwwww
[1206.885] (S)tenmankougi: 締切ww
[1207.821] (S)じゃがいも揚げ犬: BibleThump
[1208.204] ヤーマン8: あらあら
[1209.065] ごーやちゃんぽ: お
[1209.356] ももけろ: 昨日までか、
[1210.141] college_st_: あらら
[1210.335] noln114: 昨日までw
[1210.788] (S)apron_u: BibleThump
[1210.968] blue00113: お
[1211.012] svarog176: そんなあw
[1211.262] tackmail: え？
[1213.069] (S)ぴかり0425: ほーう
[1213.157] nahayu0987: 遅くねwwww
[1213.458] (S)こしつぶのハーフちゃん: ほーう
[1214.537] rosso_k: へー
[1214.737] (S)ccc020202: fantas22Kitanai
[1216.536] (S)じゃがいも揚げ犬: ほーう？
[1217.390] hazime3538: ほーう
[1217.485] (S)アジ7864: なんや
[1218.352] ooan254wx: なんか来るのか？
[1218.639] atui_samu: 胡散臭いなぁｗ
[1219.852] (S)xyz_3931: なんかあるな
[1219.861] (S)AlikinTV: ほーう
[1219.871] blue00113: なんか聞けそうか
[1220.020] (S)_龍角: ほーう
[1220.040] (S)yanagi_x_x: BibleThump
[1220.711] 06065879931: なんかあんのか？
[1220.849] (S)acro_10: ダークチャット入ってないからw
[1221.308] (S)uwantea: BibleThump
[1221.708] 頑者: 情弱だったｗ
[1222.436] (S)ぴかり0425: なんかやるんだ
[1223.314] iuiuiuiuiiuu: よかった
[1223.892] (S)uzend: 使う気あったんだ
[1224.515] (S)ゴゴクニ: 暗躍してるねぇ
[1224.782] 休みまで数えて生きるだけ: くるな
[1225.178] rizumu0920: 昨日w
[1225.265] (S)福噴く袋: 怪しい
[1225.450] (S)ippaioppi: 相変わらず胡散臭いｗ
[1225.829] naogons13: 怪しいなぁw
[1226.217] (S)蛙田いぶき: 楽しみ
[1226.405] (S)こういか_するめ: くっっさ
[1226.729] (S)ペンギンやろう: 声色が優しいな
[1226.953] (S)カメモチ: ね
[1226.977] (S)PINODAY0: なにやるんだろぉ
[1227.190] ponta___1: あったんだねw
[1227.646] pasuve21: 新しいなんか来そうだ
[1228.270] (S)かぐらんチャン: チャットにかいてた
[1228.278] (S)t0nchaaaan: 知らんかったわ
[1228.497] tkshan: チャットに書いてあるのかな
[1229.148] ぎたお: わろたｗ
[1229.349] Holly897: なんだろう
[1229.513] (S)猪木さんガチ勢: 縁側がない
[1230.304] (S)でぇき2733: なんか動き出すのかな
[1230.473] tententen333: ダークチャット入ったっけ？
[1233.606] popyuki_: 無視やとおもってた
[1233.697] ttt2836: なんだなんだ？？
[1233.762] (S)rinnteiyaa: ダークチャットみてないからｗ
[1233.964] (S)yahoo1192: どこにそんな情報あんだ
[1234.093] (S)hikarinxxxx: ね
[1234.305] (S)nakamumumu32: いまさらw
[1234.341] hiropyon1242: なしま全部胡散臭いのなんなんwwww
[1234.354] tanio123456789: 結構前だったしな
[1235.170] mokobra: 使う気あったんだｗ
[1236.148] college_st_: 楽だもんね
[1236.576] naogons13: めんどいよねw
[1237.180] (S)o_tiii: たしかにね
[1237.782] (S)ぽこチャン: www
[1237.997] (S)こむ____: チャット入ってないよな確かwww
[1238.462] すこる: 何やるんだろうね
[1238.521] (S)bakubaku52: めんどいもんねぇ
[1239.900] (S)darkun_1115: 面倒か
[1240.115] ヤーマン8: いろいろ考えてそうでおもろいなあ
[1240.486] kou5656: 時短ね
[1241.308] (S)れすポン: ダークチャット見ないからしゃーなし
[1242.738] (S)johnpeanuts: ダークチャット見てないからね笑
[1243.491] (S)tororo_k: ダークチャット入ってないのか
[1243.788] ごーやちゃんぽ: たしかに
[1244.015] UceDvhi: まぁまぁ
[1244.261] (S)sheseec: 手作業してたら時間えぐいしなｗ
[1246.062] (S)white_black_: マジで興味無かったんやな
[1247.748] iuiuiuiuiiuu: 楽よな
[1250.433] (S)takeninth: 楽よね
[1251.092] popyuki_: ダークチャット誰も見てないからな笑笑
[1252.151] (S)arpesalt: BloodTrail
[1253.273] a_ryuuku: なしまは頭も切れるからなぁ
[1253.387] (S)yasaigirai2003: 怪しまれがちなのｗ
[1253.498] nirvash_anemone: ダークチャット入っても見てなそうではある
[1253.637] ssr12576: チャットなんて入るわけないし、覚えてすらないぞ
