[12.561] momiji4431: おかえり
[3576.288] (S)しゅごいよ: 両方じゃないか脂汗と通常の汗と
[3576.692] フォグ: たしかにスティック使い上達している気がする
[3577.385] Truth_function: いたる、至るのか？
[3577.638] momochan6: 昨日よりは歩き方いいように見えるけど
[3577.797] lapistaxx: ハンサムもはや人間の歩き方じゃない
[3578.277] あきル: 折笠さんCA削り見えるくらい消耗してる？
[3579.868] mememe10: 折笠さんに膝サポーターを
[3581.684] (S)_ぷっちょ_: 歩幅も小さいし消費激しそう
[3583.530] une3333: 無理してるかしてないかでいえば「してる」
[3585.181] (S)junjamaica: えいたが勇気づけてるの優しいな
[3585.355] ainame3: 北上川沿いだと厳しいんか
[3585.383] 寝るポイント: 普通に歩くのも手を振って全身で歩いた方が、足への負担減ります
[3586.373] chahaaaaan: ハンサム明日は厳しいかもな
[3587.345] poyoyon915: 痛み我慢してるなら脂汗の可能性もあるよな
[3587.712] ちゃんぷくん: ノルディック複合おる
[3590.729] kenpapa8889: 膝は一生にかかわるぞ無理しないで；；
[3593.639] keshi_kasu: 歩くペース離れすぎたらどうするん？
[3595.072] smokingpiper: 歴史の詳しい人と歩いたら、すげー楽しそう
[3595.476] akasanz3x: 折笠さん横にいるとえいたが普通に見えるもんな
[3602.541] 新ころりん: 上半身の筋肉も使ってるから？
[3607.896] 記入漏れ: 完全にリハビリの歩き方
[3611.829] senseiabcd: そろそろハンサムドクターストップかかりそう
[3614.678] eremin_39: 折笠はもうやめとこ
[3615.318] gajonaori: えいたが謎の元気さを見せてる
[3616.385] ahum108: 自分ではギブアップできないかもだから心配
[3618.933] towai8: ドクターいません
[3622.384] (S)ぺりんご: ワンショルダーバッグとジンバルで体の片側への負荷でかそう
[3622.825] (S)しゅごいよ: ハンサムストップ
[3623.535] habutaedango: 荷物もってあげれば
[3626.000] scarDlee: 今きたんですがまさかのリタイア無しですか？
[3629.016] une3333: 案外だんごさんの歩き方が一番正常？
[3629.033] (S)yoshiaki1986: ハンサムさんの根性すげぇ
[3630.120] トール_0213: 「歩け折笠」小説化しそう
[3635.577] (S)redpeppar510: ドクターチェックからのドクターストップまだかなぁ
[3643.146] gajonaori: ただほんとにきっついときはマジで喋れないので全然余裕はありそう
[3643.866] (S)junjamaica: 笑えてるうちは大丈夫
[3646.497] 記入漏れ: いうてダンゴさんと折笠さん、お仕事とかは大丈夫なのかしら
[3648.423] itokoba11058: ドクターKSK
[3649.589] (S)mac011400: 本人が限界決めるでしょ、良い大人なんだから
[3649.795] akasanz3x: だんごさんはいい意味で力が抜けて歩いてる
[3658.868] あやたかたか: 暑いですか？
[3662.220] ninsoku: 絶対杖の使い方変だよ!
[3664.378] (S)れの__: 人が多いのほツライ時こそ助かる
[3665.027] kazukitaiga: 杞憂民が湧いてきた
[3666.238] sne_con: 折笠さん根性だけでやり遂げて一生車椅子になりそう
[3669.365] Truth_function: 良い大人なのか？
[3671.539] 破天荒田中: 限界は親父が決める
[3671.990] hinhinpp: 前二人の歩き方最適化されてるな
[3674.922] プーゴリちゃん: だんごはともかく折笠に仕事なんて
[3676.935] のってる: スケジュール抑えたから参加してるんだろ？追加の1日は知らんけど
[3677.165] lapistaxx: でも声は元気そうだよね
[3679.908] simamurer2: 膝にきたら即ドクターストップらしい
[3688.614] momochan6: みんな環境に適応して歩けるようになってきてる感
[3690.395] une3333: 折笠は激怒した。必ず、かの邪智暴虐な王を除かなばならぬと決意した。
[3690.963] (S)ｾﾀﾒﾝ: いい笑顔ではある
[3694.295] (S)yoshiaki1986: 「ハンサムか死か」だもんなぁ
[3694.968] (S)junjamaica: 折笠MAD何本か出たんかな
[3704.631] nitamago33: えいた右腕だけやけに太くない？ｗ
[3705.761] 記入漏れ: いやぁ、休めるならいいんだけど。仕事で帰らざるを得なくなっても色々言われるのかなと
[3708.167] もきち555: Youtuber折笠
[3708.491] totomaru_chan: メロスの40㎞がたいしたことなく感じちゃうねw
[3710.104] chin_56_: 体力ゲージみたいな
[3714.269] akasanz3x: 何本か出てたぞ、折笠MAD
[3714.283] ninsoku: 折笠さんが妙にクネクネしてるのはそういう格闘スタイルなの？
[3730.124] wonderhit1: 龍
[3731.506] ahum108: メロスは走ったので…
[3734.463] puertoescondidomota: 口数減ってますねウメさん
[3737.690] keshi_kasu: 見てるだけで辛そうやな折笠さん
[3739.932] HirocoT: あき方ｗ
[3745.176] kazukitaiga: やめたら言われるに決まっとるやん
[3747.388] もきち555: きづいたｗ
[3750.154] gajonaori: 平坦路を歩くだけだと距離あってもあんまり膝には来ないけど、高低差出て足の使い方が下手だと一瞬で膝がイカれるので注意
[3751.577] (S)junjamaica: アール介護たのんだぞ！
[3755.089] jtopnbsd: うおおおおおおおおおおおおお
[3759.315] (S)れの__: 喜びは8倍にツラさは1/8にって結婚式でスピーチしてください
[3760.259] (S)alphabetST: sosの時から変な歩き方だったよ
[3764.605] tabibitox: ウメ腹
[3765.571] Truth_function: 折笠のあれは古武術特有の歩き方かもしれん
[3766.272] natsukurage: 仕事はアールが一番日程厳しいけど数日延長しても大丈夫だから全員大丈夫っていってた
[3766.949] habutaedango: ウメちゃん お腹！
[3767.190] (S)gorogorogorn: 腹ｗ
[3767.288] 寝るポイント: 腹じゃない。”丹田”な？
[3768.420] 新ころりん: 梅ちゃんの腹が中々な重厚感
[3768.644] (S)kanjaneko: 線出てるの気にならないのか
[3771.177] 童貞卒業丸: いいお腹
[3772.140] kai1654865: かっぷくよい
[3774.558] (S)junjamaica: うめちゃんすーぐなくすからｗ
[3775.446] chin_56_: ぼよぼよ
[3776.066] そらたま: 歩いてる人の、背中、広告に使えそうだなぁ。スポンサー来ないかねー?
[3779.921] woo00001: なんならアールさんも顔結構むくんでるように見えるけど大丈夫かな
[3780.968] ぐぐっす: ｗｗｗｗ
[3781.252] Netbancho: 腹
[3781.867] HirocoT: 急にｗ
[3782.246] 寝るポイント: 三つの袋？
[3782.779] kurageman: だり～～～
[3783.106] fabregas123456789: だりーw
[3784.337] akasanz3x: このドキュメンタリーの話すればいいんじゃね？ｗ
[3785.139] lapistaxx: 野田氏この調子で日本一周しても大丈夫そうだな
[3785.356] une3333: いやなの？w
[3785.848] syagami: めんどくせーな…！
[3785.939] (S)gorogorogorn: ペース上げるか
[3786.656] machakyuro: だりぃなぁｗ
[3786.701] tansan_cola: 「やらなきゃいけない」は草ｗｗｗ
[3786.811] omnkie: だりぃ
[3787.016] (S)しゅごいよ: あw
[3787.762] kuniyoshi8: だるいってｗｗ
[3788.132] kinokoyaki: wwww
[3788.155] orange88: スピーチだりぃ
[3788.633] (S)gazesd: umeFail
[3788.755] トール_0213: スピーチだりぃなぁ
[3789.061] rxz_2017: だ  り  い  な
[3790.448] takk_frosty: ダルいw
[3790.897] もきち555: どうやって脱落させる？
[3791.836] Frasco006: AIに考えさせよう
[3793.144] itokoba11058: だりいとか言うな！笑
[3795.264] spica1987: えいたに毒盛ろう
[3795.627] fabregas123456789: たしかにだりーわ
[3796.796] unnko_buriburi: ＡＩに考えてもらおう
[3797.507] keshi_kasu: ウメちゃん初日よりちょっと痩せたよね？
[3797.706] myodent21: ３つの袋
[3799.129] softoika: ギア上げていこう
[3799.663] (S)yoshiaki1986: だりぃなぁw
[3801.013] いぬ太郎: えいた潰すか
[3803.406] jtopnbsd: 結婚式？
[3804.107] (S)昼さん: そういうスタンスでするスピーチ面白そう
[3804.664] kazukitaiga: 脱落させろ
[3804.730] akasanz3x: この旅のえいたの活躍を話せばｗ
[3806.022] muji_na: AIに頼もう
[3806.696] habutaedango: いやーーー ザ東北だなあ
[3806.737] gajonaori: えいた 脱落 させ方
[3806.837] towai8: 熊に喰わせよう
[3807.403] fabregas123456789: えいたのはだりー
[3808.002] aki__aki: 三つの袋が実現するのか
[3808.043] (S)ys120: 旅の話でネタいくらでもある
[3808.159] (S)junjamaica: 映像参戦でいんじゃない？
[3808.347] (S)waradosa: ChatGPTに音声あててしゃべってもらおう
[3809.782] ahum108: やるなら今しかねぇ
[3809.870] machakyuro: ３つの袋の話しようｗ
[3811.179] chin_56_: 膝カックンしよ
[3812.447] トール_0213: えいたを脱落させることでスピーチを阻止する
[3812.706] 2bs_02: 行くか“山道歩き”
[3814.080] (S)monmon_petitpetit: 結婚「とは」
[3814.342] そらたま: 三つのギア！で行こう
[3815.507] (S)れの__: えいた脱落作戦たててこ
[3815.663] une3333: よし、蹴りを二、三発
[3816.978] watanabe0731: 後ろから石投げよう
[3817.752] forthemoment_elt: 最近流行りのaiに書かせれば
[3823.101] pinkdark01: 3つのハラの話して
[3824.701] kazukitaiga: メシに盛るのが一番楽そう
[3826.350] もきち555: 後ろっから思いっきり蹴ってみる？
[3826.993] sne_con: AIとダンゴさんでユーモア勝負する？
[3828.278] ぶじん: chatGPT考えといて～
[3829.907] lui2ver3: えいたのためにはいいけど、嫁さんのために頑張ろう
[3833.582] balthazar000: その辺の川にえいた捨てない？
[3834.142] 記入漏れ: そうなのね、体以外に無理がないなら良かった
[3834.898] komine58: 書けるよ
[3835.464] (S)yoshiaki1986: 結婚式スピーチだりぃw
[3835.952] itokoba11058: 3つのギアは草
[3838.721] jtopnbsd: 余裕でしょｗ
[3839.266] peel_st: よゆうで
[3839.517] (S)super_fluo: 結婚式のスピーチなんてもれなくダルい
[3839.873] pengetop: この散歩乗り切ったからいい旦那になるとか適当なこと言えばいいっしょ
[3839.992] (S)dj0d4y4k4: 余裕です
[3840.568] chahaaaaan: 余裕でかけるよ
[3841.535] mememe10: えいたにニーバズしよう
[3844.034] komine58: 余裕ですね
[3844.744] puertoescondidomota: 余裕でかける
[3845.401] kuniyoshi8: とんでもない時代らしいですよ
[3848.427] 寝るポイント: そういうのこそAIよ
[3849.399] sussy_int: えいたがどういう人物なのか教育させればいい
[3850.549] kaigaizei: 例が多いからAIには得意分野
[3851.087] トール_0213: なんと、だるいスピーチもChatGPTなら一瞬なんです
[3854.612] hanao_t: 「人生は旅にたとえられます」
[3859.406] (S)daichan1200: 作文の手伝いのA Iすごかったなあれ
[3860.459] kaminenina: 大喜利結構強いからなAI
[3860.627] (S)yoshiaki1986: 頼まれるのは光栄なことですよ！
[3863.870] tasukete: 言うてまだ３分の１よ こっからまだまだ脱落ある
[3863.987] fabregas123456789: ニーバズww
[3870.133] Coedawg: umeYay
[3870.139] towai8: だりーやつだ
[3870.894] kimiko0627416: 今日も大好きで〜す❤
[3871.384] ぶじん: 膝はまずい
[3872.065] kazukitaiga: 弱音か？
[3872.929] jtopnbsd: あ
[3876.488] (S)hiaaru: NotLikeThis
[3878.181] drizzy_124: Aiに志望動機考えてもらったで
[3879.163] akasanz3x: 膝だけはまずいんよ
[3879.217] chin_56_: おわったな
[3879.275] onihey: 今日脱落者でそうだなー
[3879.359] Truth_function: 折笠、リタイアか？
[3879.607] (S)れの__: ヒザは…
[3881.137] nameless510: 膝来てるならやめてくれ
[3882.466] une3333: ついにきたか...
[3884.360] (S)メタルぱんだ: 膝が無理ｗ
[3884.619] (S)junjamaica: KSKよぶ？
[3884.933] umesecond: だんごさん終わりかぁ？
[3885.451] puertoescondidomota: リタイアしなよ
[3887.445] muji_na: ついに
[3888.008] eremin_39: もうやすめ
[3888.144] AtomPeter: 膝はあかん
[3888.873] teruharu_: ついに
[3889.570] 童貞卒業丸: 限界きちゃ
[3889.788] fabregas123456789: 折笠もうやめとけ
[3889.890] 寝るポイント: ”ハンサムか死か”
[3890.554] myodent21: BibleThump
[3890.760] totomaru_chan: 折笠の膝はもうっ...！
[3890.855] momochan6: ついに脱落か
[3892.141] doublepush_da: 後遺症残るぞもうｗ
[3892.708] qq_taro: 壊れちゃう
[3893.467] (S)Nao_iwt222: 無理せん方がいい
[3893.632] ebiebi12: 無理だろうな
[3895.617] umesecond: 折笠さんか
[3896.531] あんころーる: まず医者
[3896.659] nameless510: ヒザはアカン
[3896.763] lapistaxx: まぁ見た感じそうだよなあw
[3898.446] orange88: ハンサムさん…
[3898.649] nitamago33: 膝無理はほんとに無理じゃない？
[3899.203] (S)ys120: 膝は壊すと引っ張るからリタイアも仕方ないよ
[3899.418] kiton_taichi: 流石にリタイアした方が…
[3900.585] Frasco006: リアルｗ
[3900.657] drizzy_124: やべえ
[3900.766] akasanz3x: まあまあきてる
[3900.781] もきち555: リタイアしてほしいのはえいたなんだけどなー
[3901.385] hoehoeR: えいたきゅんより先に
[3901.469] kazukitaiga: 脱落はよ
[3902.741] セツリ: 割れちゃうの
[3902.747] 破天荒田中: 軟骨が逝ったら手術
[3902.834] 記入漏れ: 関節は危ない
[3903.045] (S)shot_taka: shot_taka subscribed with Prime. 
[3903.608] kuniyoshi8: じゃあもう折れてるのよ
[3903.804] fabregas123456789: 後遺症のこるぞ
[3903.878] (S)ancehutn: wwww
[3904.477] (S)yudedako: まじでやばい様に見える
[3904.725] 将門ゴルゴロ: リタイアしよ
[3905.504] rororo1922: KSKの話し相手きたな
[3906.329] svcchaozu: 謙虚
[3908.148] genkotsu6: リアルぅ
[3908.319] jtopnbsd: 割れたらシャレにならんぞーｗ
[3908.389] akinikuihuku: 決断するなら早めにね
[3909.612] chin_56_: ４分の１割れてる
[3909.693] n242f45aa: 折笠さんKSKと休憩したら
[3909.882] orange88: ぐにゃってるもん
[3911.802] latenight000: マジでやめさせて
[3912.932] kchyan: いや四分の一でもあかんわ
[3913.275] peel_st: 無理すると響くぞ
[3913.401] プーゴリちゃん: 折笠もう休め
[3913.563] Eigyotyu440: 最終日だけ戻ってこい
[3913.628] muji_na: 軟骨無くなってそう
[3914.457] トール_0213: まだ半分も行ってないのに
[3914.805] (S)メタルぱんだ: タオル入れる？
[3915.234] ファーペン: 昨日より歩くフォームいい
[3915.408] (S)めそたん: ハンサムついにリタイアかぁ
[3915.521] MYNK1981: 割れるが100ｗ
[3915.850] 1ap1ace: ウメストップ
[3915.898] takk_frosty: 今後に支障が出かねないのはマジでヤバい
[3916.644] suginaka56: 普通なら昨日リタイアだし
[3916.755] (S)dj0d4y4k4: 後遺症残るとまずいかもしれんなあ
[3917.398] momochan6: 割れるなんてあるの
[3918.394] (S)_ぷっちょ_: もうぐにゃぐにゃ
[3918.616] 寝るポイント: まだ半分行ってないんでしょ？
[3918.693] ponyaaan: えいたと膝交換してもらえば
[3921.106] ahum108: 後遺症でるからなぁ
[3921.529] karimen4: さすがにだめそうだな
[3921.707] omonaga315: なんか内巻きになってるな
[3922.837] kaminenina: おじリーグ人少なくてつまらなくなっちゃう
[3923.006] myodent21: KSKに病院連れてってもらおう
[3923.008] aki__aki: 水が溜まってそう
[3923.595] 将門ゴルゴロ: タオル投入しよ
[3925.101] あんころーる: KSKに医者連れて行ってもらお
[3925.248] kazukitaiga: ついでにえいたも付き添いでリタイヤってことで
[3925.349] (S)しゅごいよ: サポート部隊になってもろて
[3926.472] une3333: 誰か止める人いないのかw
[3926.964] korekiyo696: みんなサポーターつけてる？
[3927.772] ~MISSING_COMMENTER_INFO~: やめさせた方がいい 本人も言いづらいやろ
[3927.947] (S)vungo_mr: ガークラの音がする
[3927.963] あすたろと: KSK今謎の渋滞にハマってるから来れないぞ
[3928.097] (S)yudedako: 人の歩き方じゃないよこれ
[3928.239] つき0: とりあえずKSKさん呼ばない？
[3928.365] (S)Areca129: ウメさん、折笠さんを後ろから観てるとFF6のオープニング流れるんですが。
[3928.490] samonyan: 膝が武藤になってしまう
[3928.759] shinobuchan4649: また生命を侮辱した歩き方に
[3930.195] (S)kanjaneko: 誰かが止めないとずっと歩き続けるよ
[3930.839] sne_con: でも診察したら全員ドクターストップされそうｗ
[3931.039] (S)junjamaica: KSKもさみしがってるしまぁいいか
[3931.367] spica1987: 泣いて折笠を斬るんか…
[3931.501] sistersguitarreplica: ここまできて辞めさせるってある?w
[3931.546] wonderhit1: それでも今夜も酒を飲む
[3932.193] (S)ancehutn: 視聴者がだりぃよぉ～www
[3933.466] kiton_taichi: ウメさんから言わなきゃ止めないんじゃない?
[3933.765] (S)めそたん: 昨日の時点でふにゃふにゃやったしね
[3934.584] (S)しゅごいよ: kskさん補助要員だな
[3935.863] セツリ: 時間あるなら折り返しで医者のチェック全員受けてほしい～
[3937.453] nitamago33: ヒアリングしてみる？
[3937.694] lapistaxx: これはグニャってる
[3937.769] 記入漏れ: なんかもう泳いでるみたいな杖の使い方だ
[3938.756] rindou_22: 病院いいね
[3938.931] sakanin01: リタイヤか・・・じゃあ北上の桜見にいけるな
[3940.318] 65vr39: ウメちゃんストップかけてあげて！
[3941.260] (S)メタルぱんだ: 「パキッ！！」って音するよ
[3942.181] そらたま: えいた、付き添いリタイアを依頼しよう
[3942.742] qq_taro: 重症化する前に考えてね
[3943.586] kchyan: あるき方が明らかにあかん
[3945.034] chin_56_: HAHAHA
[3946.762] nameless510: 歩き方がｗ
[3947.599] towai8: www
[3949.794] eremin_39: おい
[3949.816] (S)gotomoka: 本人が決めること
[3950.554] (S)~MISSING_COMMENTER_INFO~: まあ無理すんな
[3950.779] 将門ゴルゴロ: ｗｗｗ
[3950.838] あんころーる: ドクターチェック
[3950.993] (S)_ぷっちょ_: イカが陸上に上がってきたら多分こうだよね
[3951.817] alrickcruz13: They don't have water? Is it cold
[3951.999] 寝るポイント: ん？？
[3952.258] rxz_2017: 後遺症のこったらウメちゃん一生面倒見てくれる？
[3952.289] doublepush_da: ？？？
[3952.417] (S)メタルぱんだ: ん？
[3953.206] sokudokudekinai: これはドクターストップ
[3953.400] n242f45aa: 昨日もこうなったら終わりとか言われてなかったか？w
[3953.889] kuniyoshi8: どういうことなのｗｗ
[3954.655] (S)tom236n236p: KSKに話相手が
[3954.671] lui2ver3: 車道に倒れないかだけやな心配は
[3954.814] (S)しゅごいよ: 人外w
[3956.113] zeisslover: 奇行種かな
[3956.562] mioch4n: アウトｗ
[3957.095] fin_fannel: ？
[3957.239] degajun: 整骨院とか整体とかいって体メンテせんの？
[3957.283] omonaga315: 命を冒涜してるやつなｗｗｗ
[3957.495] orange88: 不謹慎ムーヴ
[3958.577] トール_0213: 俺は今なんだよ
[3958.888] 寝るポイント: どういうこと？
[3958.913] usa451: AIがつくったやつね
[3959.974] kazukitaiga: 他人がどうこう言うことじゃないだろ
[3960.114] (S)monmon_petitpetit: 移動10kmくらいの半日メンテ日作ってもいいのかも
[3961.334] aisu6969: ？？？
[3961.367] kazurock69: もうウメさんが介錯してあげた方が…
[3963.900] 将門ゴルゴロ: 命を冒とくｗ
[3964.079] takiokawa: あったなｗ
[3965.061] kchyan: ドクターストップ推奨
[3965.361] torikoshi1: 医者いこう
[3965.542] garaisi: あったなあ
[3965.680] suginaka56: あったなそんなの
[3965.943] monaka29_df: いきなりぶっ壊れるからなー
[3966.038] (S)owacooorn: KSKが向かってる場所の近くにHOKA取扱店あるからワンチャン買い替えか？
[3966.170] Frasco006: 生命への冒涜を感じますね
[3966.325] ~MISSING_COMMENTER_INFO~: KSKとサポート側に回ろう
[3966.458] korekiyo696: きわめて生命に対するうんぬん
[3966.570] (S)junjamaica: かしわぎぃ～
[3967.093] いぬ太郎: 車道から離れよう…
[3967.388] (S)昼さん: 肩たたいたらおしまい？
[3967.600] sushi_revolution: みんな何言ってるかわかんねえ
[3967.656] balthazar000: 人の歩きは一関で捨てたか
[3970.221] kaminenina: 今日でリタイアしよっか
[3970.876] sistersguitarreplica: 折笠は膝を冒涜してるってことか
[3970.904] doublepush_da: 頭も壊れちゃった
[3972.342] (S)めそたん: いやよくがんばったよ
[3976.552] ahum108: 宮崎駿に見せたい
[3976.993] usa451: AIが作ったアニメ
[3977.257] nex_poni: 止めないで怪我したらウメちゃんのせいとか言われそうw
[3977.549] chin_56_: 電池切れちゃう
[3978.344] une3333: ダンゴさんは割とスイスイですね
[3979.883] Truth_function: でも折笠は生命体でしょ
[3980.305] komekun_3025: 確かに。ハンサムを車道から離してくれ
[3980.842] aisu6969: 頭も割れてない？
[3981.819] wonderhit1: Dは完全に入ってるねこれ
[3982.644] かみこくりょう: 極めてなにか生命に対する侮辱を感じます
[3983.090] chamomile21: ハンサムは頑張ったよ・・・
[3983.198] habutaedango: 足かばうと、今度他のトコいためちゃうよねっ
[3983.299] isesyoi: おしりをなでると加速するかも
[3986.061] Frasco006: わかるｗ
[3986.187] (S)一1990: 生命を冒涜してますよ
[3986.849] amaterasdesign: 今登り坂って感じ？
[3986.854] 将門ゴルゴロ: 確かにｗ
[3988.936] (S)vungo_mr: ｗｗｗ
[3989.126] neogreenlife: 基本何いってんだか分からない
[3989.941] dekamega: 「僕はね、これは極めて生命に対する冒涜を感じるんだよ」
[3990.541] omnkie: ぐしゃだけならいいよ？
[3990.692] totomaru_chan: こわすぎｗ
[3990.708] space_odyssey2001: 言い方ｗｗｗｗｗ
[3991.084] kuniyoshi8: ありえるのよｗｗｗ
[3991.940] もきち555: そうなのよｗ
[3992.025] nitamago33: ぐしゃり
[3992.193] (S)yoshiaki1986: １日休ませよう
[3992.308] chamomile21: たしかに
[3993.116] (S)ancehutn: ぐしゃwww
[3993.938] n242f45aa: グシャからのドン！！
[3994.282] maohotu: 衝撃映像になっちまう
[3994.488] 寝るポイント: ”ハンサムか死か”
[3995.061] sussy_int: ハンサムか死か
[3995.108] (S)しゅごいよ: ww
[3995.354] muji_na: グシャ
[3995.946] トール_0213: 車道沿いはたしかに危ない
[3997.896] suginaka56: だんごさん余裕あるね
[3998.133] lapistaxx: グシャドン
[3999.058] (S)めそたん: w
[4000.486] (S)_ぷっちょ_: 赤いバラがね
[4002.528] towai8: 女子
[4002.799] dd4m: 迷惑になっちゃうからね
[4004.042] SleepShiva: ペキィ
[4004.294] chin_56_: ぺしゃんこに
[4006.860] muji_na: YouTuber
[4007.167] いちご煮: 4号はトラック多いですしね。
[4008.740] ebiebi12: 膝はあかんな
[4009.659] hanao_t: ナイス気遣い
[4012.621] eremin_39: ウメさんなら止めれる
[4014.511] mioch4n: カワンゴはあのプレゼンを成功だとおもってるのがすごい
[4015.423] forthemoment_elt: ユーモア出てきたねだんごさん
[4015.756] kchyan: シュートは凄い元気そう
[4015.819] wonderhit1: ？
[4017.736] svcchaozu: 朝倉未来だよ～
[4018.400] myodent21: 先頭2人は余裕そうやね
[4022.602] ファーペン: ウメハラダイゴです！
[4023.350] une3333: さすが声が通る
[4023.733] 1678923482: 判断忠告できる専門家は随行してないからね
[4024.289] (S)junjamaica: ついていけなくなったらもう乗せようｗ
[4025.218] (S)ｾﾀﾒﾝ: 試しにCHAT GPTに結婚式のスピーチ聞いてみたら完璧なの返ってきた
[4027.535] suginaka56: ウメハラ企画でーす
[4027.828] 寝るポイント: 今日、ペースおそめ？
[4028.199] (S)昼さん: ｸﾞｼｬｯド  ン 一同「あ～～～～～～あーー」
[4029.908] muji_na: 朝倉未来のフリしよう
[4035.988] qq_taro: ただの陽キャ
[4036.680] kazukitaiga: 自分で判断するやろそんなもん
[4040.981] (S)ディコトミー: 朝倉未来w
[4042.088] n242f45aa: シュートは元気そうだな
[4044.138] lapistaxx: ハンサムの根性は誰もが認めてる
[4045.631] chin_56_: みなさまごきげんよう
[4045.821] 大作_: ウチのオカン、無理な散歩した日から30年ヒザ直らないので、無理しないでほしい
[4046.420] sne_con: 自己責任以外の何物でもないよな
[4047.697] kchyan: 専門家がいないならおかしいと判断した時点で止めたほうが良いともう
[4048.244] balthazar000: 今後似たようなスピーチが量産されるのか
[4056.457] (S)redpeppar510: ハンサムをテイクオーバーしたぁぁぁ
[4060.254] のってる: コメも側から見て判断してるだけ
[4064.461] une3333: 上半身だけ見てるとめちゃくちゃアスリートに見えるのに折笠さんw
[4066.805] korosuke123456: これたぶん４キロくらいかな？
[4068.204] 65vr39: ハンサムに最後までやらせてあげようよ
[4073.047] habutaedango: 身軽な二人 折笠さんのバッグもってやれ
[4079.195] ファーペン: サンダル正解か
[4082.294] komine58: KSK渋滞に捕まった
[4083.732] berocyuu: KSKさんめっちゃ渋滞
[4085.927] umesecond: "近い"
[4086.231] shinobuchan4649: 縁石あると見てて安心感あるな
[4087.476] もきち555: そろそろか
[4089.326] (S)junjamaica: 一日車のって次の日回復してたら参加とかは許されないの？
[4089.679] 寝るポイント: (死は)近いですか？
[4091.308] qq_taro: 近い
[4091.385] Truth_function: とりあえず基準決めるのが大切じゃね？あと3回痛いって言ったら終わりとか
[4091.391] itokoba11058: なんかコメント紛糾してて草
[4091.549] une3333: 終わりは...w
[4091.857] (S)ancehutn: 近いですかwww
[4092.938] (S)しゅごいよ: ちかいか？
[4093.130] natsukurage: 杞憂民ほんと鬱陶しいな
[4093.781] トール_0213: 折笠は"近い"
[4093.857] yukaring: その時が
[4094.931] chin_56_: ピコンピコン
[4094.935] suginaka56: 終わり
[4095.013] (S)ご機嫌小僧ぴろる: BibleThump
[4095.886] セツリ: 雰囲気だしてけ
[4096.273] 破天荒田中: 旅の終焉
[4096.811] beehive3: 死期
[4097.575] (S)daichan1200: 違うで。AI に作文してもらうんじゃなく、作文手伝ってもらうといいんや
[4097.754] eremin_39: 折笠英断しろ
[4098.207] orange88: 死臭がします
[4098.223] celsior_chan: ここならハンサム家近いし、いいでしょｗ
[4100.357] muji_na: 近い
[4100.373] forthemoment_elt: がんばるな！！
[4100.819] Frasco006: 完走 完走
[4101.305] komine58: おじリーグ前に終わりだな
[4101.595] ddb365: 悟りはもうすぐ
[4103.663] さっぽさんぽ: 膝の靱帯損傷甘く見過ぎだよｗ
[4103.968] ポンポン: シュートの背中がたのもしくみえる
[4104.466] rororo1922: 杖つくぐらいなら車乗ってけ
[4105.748] (S)Kojirou5260: 終末の時は近い
[4108.460] (S)ハルキ10: 決める
[4109.246] 将門ゴルゴロ: ｗｗｗ
[4109.297] (S)junjamaica: ジャッジ
[4110.545] (S)redpeppar510: ちょうど家も近いしな
[4110.863] 65vr39: 折笠は最後まで歩かせてやれ
[4110.893] onihey: 次回折笠死す
[4111.100] space_odyssey2001: 審判の日
[4111.591] スカプル: ハンサムか、死か
[4114.965] ainame3: 介錯するか
[4115.082] une3333: ジャッジメントディ
[4115.684] (S)しゅごいよ: なにをだよ
[4116.828] Iso_kyoun: ついに
[4117.129] Artorius_jp: まだ半分行ってないもんなあ
[4117.169] (S)jinkun80: 飯休みで
[4117.692] maruOMEGAmaru: 進退
[4117.704] totomaru_chan: 誰かもう杖折ってやれ
[4117.810] jojojoy001: 次回予告
[4118.594] 157655: 肩を叩いてやるか
[4118.761] (S)昼さん: 運命のハンサム
[4118.913] kchyan: これで終わりにするか続けるか
[4119.012] 童貞卒業丸: 生死
[4119.829] (S)gorogorogorn: 決めるｗ
[4121.967] そらたま: 家も近いw
[4123.342] 可視化: 死に場所は自分で決めてほしい
[4123.346] 2bs_02: 決めるのは自分自身です
[4123.465] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます → https://bit.ly/2YE2nLB
[4123.975] une3333: 膝を切るか降りるかw
[4124.066] shuzoz: www
[4124.667] teruharu_: 決断しろって言ってんの！
[4124.964] watanabe0731: ふーどさんを代わりにするか
[4125.089] poyoyon915: 根性あるやつが一番やべぇ
[4125.153] ebiebi12: 責任持てないからしょうがないな
[4126.574] (S)ハルキ10: www
[4126.643] chin_56_: 死です
[4126.821] プーゴリちゃん: ｗｗｗｗ
[4127.580] valhalla5555: ｗｗｗｗ
[4128.653] (S)tom236n236p: ｗｗｗｗｗｗｗｗ
[4128.823] komine58: wwwwww
[4129.490] 将門ゴルゴロ: 折笠暁に死す
[4129.734] n242f45aa: ww
[4130.093] eremin_39: 流石にジャッジ入る
[4130.107] muji_na: wwwwww
[4131.006] ~MISSING_COMMENTER_INFO~: ハンサム or die
[4131.049] kaminenina: 子沢山やろお前、身軽な体じゃないんだから
[4131.058] akasanz3x: 次回、ハンサム死す・・・
[4131.197] (S)しゅごいよ: www
[4131.708] (S)ancehutn: wwww
[4132.445] (S)raurakd: wwwwww
