[10.556] ほるす_: DinoDance
[3242.347] さんっ: 青入るの可愛かったなーw
[3260.541] (S)ruuu_a: お
[3261.779] akiaki1109: おお！？
[3262.938] (S)__さち__: だにぃ！？
[3264.833] (S)_凛_: お
[3265.187] (S)るえん: おお
[3265.295] (S)らりれら: おお
[3266.927] (S)ゆう_黒: おお！！
[3267.082] (S)kobo_gm: お
[3268.174] (S)ななみ0717: ま！？
[3270.812] (S)re1chans2: gocchaKirakira
[3271.030] (S)mxnya_: お！？
[3271.099] (S)けいこ0630: お
[3272.759] かぉちゃん: え？！
[3276.909] akiaki1109: gocchaGanbare
[3280.833] hachiko0000: なんだって？
[3281.811] (S)tanifuji23: だに！？
[3284.046] akiaki1109: 箱はあつい！！！
[3285.918] hachiko0000: gocchaGanbare
[3288.061] なべなべさん: トレジャーハンター出動！
[3296.951] (S)ユーイング: gocchaKirakira
[3306.083] (S)ゆう_黒: お宝ー！！
[3310.650] (S)みゆ5252: gocchaGanbare
[3319.919] (S)あさ_0017_: もしかしてセーフシップも復活してる？
[3320.094] (S)らりれら: ﾄﾚｼﾞｬｰﾊﾝﾀｰｺﾞｰｺﾞｰ 
[3320.886] (S)re1chans2: gocchaKirakira
[3326.605] (S)__さち__: ゴーゴー 
[3335.754] akiaki1109: 激アツ！
[3339.351] (S)re1chans2: 毎日ランダム沸きだおおもろい
[3340.624] (S)ruuu_a: おおお
[3349.951] akiaki1109: あらら
[3350.913] (S)けいこ0630: おおお
[3352.067] かぉちゃん: おおー
[3352.189] hachiko0000: 取られたあとかぁ
[3352.771] (S)__さち__: あちゃー 
[3356.330] (S)まりん_112: あらぁ
[3357.031] akiaki1109: 取られちゃったか〜
[3359.117] かぉちゃん: えええ
[3360.968] (S)みゆ5252: あらら
[3364.275] (S)re1chans2: gocchaZannnen
[3366.066] (S)_凛_: gocchaZannnen
[3368.384] (S)るえん: あらら
[3369.043] (S)kobo_gm: 残念 
[3369.419] ぱどわく: 取られちゃった
[3371.885] (S)re1chans2: あらあら
[3391.130] (S)ゆきぃにゃん: いれわすれ？ｗ
[3394.754] Kiichi7052: 飛んでたらきずく場所だしな
[3417.978] akiaki1109: えぐー
[3428.775] (S)1031_yuyu: 1031_yuyu subscribed at Tier 1. They've subscribed for 2 months, currently on a 2 month streak! 
[3428.875] akiaki1109: 見つけた人ウハウハだ
[3429.120] (S)tenkoko_77: 本当はなんも入ってなかったとか？
[3434.240] hachiko0000: 何が入ってたんだろ
[3453.245] (S)こはるぅ: ダミーなのかほんとに入ってたのかw
[3457.608] (S)ユーイング: 一個見つけたらこの4つ全部取っただろうね
[3461.686] (S)re1chans2: 今日は花火あがった？？
[3478.966] (S)おやつはほねっこ: 残念 
[3484.112] (S)あさ_0017_: ヘリ乗る人増えたからバレやすくなったんだね
[3494.313] (S)GaraQqQ: GaraQqQ subscribed with Prime. 
[3511.925] (S)ゆう_黒: www
[3517.737] (S)ロミとん: ｗｗｗ
[3518.327] (S)るえん: ww
[3520.965] akiaki1109: w w w
[3522.153] 夏き: www
[3522.318] hachiko0000: wwwww
[3522.367] (S)まりん_112: ww
[3522.529] (S)re1chans2: ww
[3527.301] (S)ruuu_a: www
[3528.015] (S)yuzimorioka: デカヘリに消えそう
[3529.129] うちのまめ: wwwww
[3529.244] (S)ななみ0717: www
[3529.323] hachiko0000: お小遣いw
[3530.847] akiaki1109: もんちゃーん！ちょうだい 
[3532.671] (S)ない_: gocchaWww
[3533.896] (S)らりれら: wwwwww
[3534.110] (S)まりん_112: gocchaWww
[3536.379] (S)おやつはほねっこ: 🤣🤣🤣🤣
[3546.560] (S)ななみ0717: gocchaWww
[3548.036] (S)氷崎光輝_こうき_: お小遣いww
[3549.044] (S)ロミとん: ｗｗｗ
[3549.066] (S)パチモーノ_ウェスカー: gocchaWww
[3550.167] (S)みみまい: ママおるやんw
[3553.796] hachiko0000: gocchaWww
[3554.538] akiaki1109: お財布が厳しくなったw w
[3560.037] (S)___み___: ママ(^-^)
[3562.524] かぉちゃん: お許しが出ませんw
[3562.943] hachiko0000: ハルくんママwww
[3564.345] (S)るえん: www
[3564.768] tm_171717: ママ厳しいwwww
[3566.943] (S)はくまいこ: ハルママww
[3568.865] nick__ski: 社長やな〜ｗ
[3570.554] (S)nenenba3: ごっちゃんはもう1位とかどうでもいいからなぁw
[3570.791] かぉちゃん: えぇ？？w
[3570.839] (S)まりん_112: gocchaWww
[3571.910] コキリ族: 今まで使い過ぎたから厳しくなっちまったか
[3572.711] えよぷ: ママ許してw
[3572.915] (S)mari_atsu_kai: ハルママwww
[3572.987] ふぬぬ: 自分で稼ごうｗ
[3573.022] (S)ろこづ: 静かにｗ
[3573.330] (S)ななみ0717: ママしっかり者ww
[3574.357] さんっ: ままww
[3575.807] (S)__ゆっちゃん__: 無言w
[3576.068] (S)re1chans2: ママそこをなんとか
[3576.365] かぉちゃん: ちーんwwwww
[3577.564] (S)りびりび: wwww
[3577.687] (S)ない_: 夕方やったんかーいww
[3577.859] (S)とびうお30匹: 言い返せない子供のようｗｗ
[3580.426] (S)ななみ0717: wwww
[3581.384] (S)まりん_112: しっかりしてる 
[3581.514] sutol_013: wwwwwwww
[3582.680] (S)あさ_0017_: ギャンブラーだから駄々こねよwww
[3582.963] (S)ankosan0375: ハルママはしっかり者w
[3584.787] OrthrosBorder: ｗｗｗｗｗ
[3584.999] sup_rain: マッマ〜( ᵒ̴̶̷ ·̫ ᵒ̴̶̷ )
[3585.118] (S)おーちゃん21: ままーん
[3585.798] (S)ruuu_a: gocchaWww
[3586.082] hachiko0000: wwwwwww
[3586.395] (S)うに073: BibleThump
[3586.541] akiaki1109: まぁワーストだから何も言えんw w 
[3586.620] (S)wonder131415: 正論パンチ 
[3586.754] (S)nenenba3: モンちゃんはそうしてるよw
[3587.361] (S)ptpxfaith: どんまいｗｗｗｗ
[3590.960] tm_171717: ハルママの言うこと聞かないとかwwww
[3591.157] (S)_真琴_: ママが正解よw
[3591.359] うちのまめ: www
[3592.262] (S)なおなおみん: ママ〜
[3602.213] serizawa_ri: ハルママw
[3604.646] 匿名_1203: お説教がwww
[3608.611] えよぷ: ならありけんも一緒に
[3609.070] (S)ななみ0717: www
[3609.399] (S)ユーイング: ごっちゃんは全部入れるのが通常だしなぁ…
[3609.859] sup_rain: くっw w
[3610.639] (S)ロミとん: ｗｗｗｗｗ
[3611.397] (S)ruuu_a: gocchaWww
[3611.427] (S)__ゆっちゃん__: あ
[3611.469] (S)颯椛: ママの言う通りだなー
[3611.491] (S)ひちゃそ: ｗｗｗｗｗ
[3612.662] (S)Caaarii_: まぁ正論w
[3612.828] akiaki1109: でたw w
[3614.513] hachiko0000: ママ少しだけでもいいから賭けさせて？
[3614.560] (S)ptpxfaith: もっと言ってくれ
[3614.974] Kiichi7052: ｗｗｗｗ
[3615.507] (S)ゆう_黒: www
[3615.837] (S)_凛_: あwww
[3616.584] (S)ppgrd: mondoは昼からやってるしなあ
[3616.782] (S)__とうふ__: wwwwww
[3618.266] (S)ruuu_a: まあwww
[3619.281] (S)まりん_112: gocchaWww
[3619.465] (S)_ぽぽたん_: ちゃんとご指摘されてるww
[3619.513] (S)re1chans2: あ
[3620.582] (S)氷崎光輝_こうき_: wwww
[3621.020] うちのまめ: あ
[3621.167] (S)ななみ0717: おもろwwww
[3621.258] (S)けいこ0630: wwwwwww
[3621.950] nick__ski: ぐぅ
[3621.963] ruin0077: 実績ワースト2位
[3622.147] (S)まろんぬ__: それはそうw
[3623.130] (S)re1chans2: wwwww
[3623.328] (S)あずきごはん: www
[3623.672] (S)wonder131415: www
[3623.860] (S)るえん: gocchaWww
[3624.049] (S)ankosan0375: gocchaWww
[3624.269] (S)パチモーノ_ウェスカー: うげええwwwwwww
[3625.153] tm_171717: ママの言う通りではあるwwww
[3625.814] (S)おやつはほねっこ: 言われてしもうた🤣🤣🤣
[3626.001] (S)ate0613: 正論だねwww
[3627.484] (S)ぷつん: 実績言われたら何も言えんw
[3627.642] (S)黒亜_: 正しくはある！
[3627.862] (S)どんちゃん12: 正論
[3628.111] (S)___み___: ド正論
[3630.473] (S)ke_rberos: 実績言われたらもうｗ
[3631.905] かぉちゃん: おっとっとwwwww
[3631.997] (S)なおなおみん: www
[3632.114] (S)__ゆっちゃん__: ww
[3633.150] (S)ユーイング: www
[3633.882] akiaki1109: 見てバレちゃうのよなぁw w
[3634.035] (S)まりん_112: ぐぅのねも出ない 
[3635.076] (S)re1chans2: わからないやばいw
[3635.265] hachiko0000: もんちゃんww
[3635.847] (S)りいちゃん8: 正論パンチではあるw
[3635.890] serizawa_ri: こうやって言えるのが大切ねw
[3636.074] umimori_12: モンドはずっとボスやってるからなw
[3636.677] (S)tenkoko_77: もう負けすぎてるww
[3638.180] (S)とびうお30匹: 二人でー15万ｗｗ
[3638.425] かぉちゃん: 6万wwwww
[3638.995] (S)パチモーノ_ウェスカー: gocchaWww
[3640.109] さんっ: ｗｗｗｗｗｗ
[3643.482] (S)ぽろなる: 諦めるまでは勝つ最中だから負けてない！！！！！
[3645.253] (S)あーさん__: 𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀
[3646.339] (S)まろんぬ__: 稼いでもすぐ負ける🤣
[3650.301] yuuki_itinomiya: wwwwww
[3651.163] taskiiiij: 何も言い返せねwww
[3653.227] Kiichi7052: おっとっと
[3654.886] hachiko0000: 勝てば！勝てばいいんよ！
[3655.658] (S)wonder131415: おっとっと
[3655.898] (S)鬼煎ちゃん: www
[3656.108] (S)37kkk: 渋ハル言い方大人やね
[3656.925] serizawa_ri: 妻の気持ちw
[3657.232] (S)dolphin_1_: 勝ってもチームにいれないでしょｗｗｗｗｗ
[3658.372] (S)nenenba3: 自分のお金でしよう
[3663.066] (S)アイシュ: ふるぼっこｗｗｗｗｗ
[3664.719] (S)氷崎光輝_こうき_: wwwww
[3666.338] poiful_go: ダメに決まってんだろｗ
[3666.347] (S)りびりび: 負けるまでやるからな…
[3668.887] えよぷ: wwwwww
[3669.075] hachiko0000: wwwwww
[3669.690] 夏き: wwwwww
[3673.268] (S)tsuyuki_j: お母さん厳しい 
[3674.697] (S)しゃくれ大先生: ど正論！！
[3674.729] (S)wonder131415: gocchaWww
[3674.906] (S)みゆ5252: wwwww
[3675.367] (S)ななみ0717: wwww
[3675.579] (S)まりん_112: wwww
[3675.665] (S)okomin_takia: まじ、ハルママじゃんww
[3676.008] コキリ族: めっちゃ優しく言ってくれてて草
[3678.000] hachiko0000: ママのお許しが出ないw
[3678.264] (S)re1chans2: 最後、渋ハルもみんなで行ってほしい
[3682.761] (S)ptpxfaith: 言うこと聞きなさいｗｗｗｗ
[3682.805] みぃねこ: wwwww
[3684.020] umimori_12: 自分で出稼ぎいきましょ！
[3684.987] (S)ke_rberos: 自分のお金言い始めたらまた海賊になっちゃうよーｗ
[3686.861] (S)静寂_: 誰より大人で心苦しい
[3687.308] えよぷ: ちゃんとママしてるw
[3687.642] (S)にぶい: 全部正論すぎる
[3690.477] (S)あーさん__: ブレない心www
[3690.892] nick__ski: 渋ハルらしいちゃらしいなｗ
[3692.302] (S)とびうお30匹: いや。半分がダメって言ってるだけやで。
[3694.241] (S)gogobra1: 実績つくるしかないｗ
[3694.820] (S)ゼブラマンヘッド911: 利確しないから
[3695.030] (S)よっぴ24: 渋ハルが正しい
[3697.476] (S)いとあ: 正論がいつも正しいわけじゃないのよハルくん〜 ごっちゃんにギャンブルさせたってー
[3697.731] (S)鬼煎ちゃん: ママはダメだとお厳しい言葉がw
[3700.650] (S)颯椛: 優しい言い方だw
[3701.031] (S)shima_023: 正論すぎるw
[3701.240] (S)つきよおうらん: 無くなるまでやるからww
[3703.198] 廃人しゃん: パンチ
[3704.584] ~MISSING_COMMENTER_INFO~: 金額抑えて遊んでねってこと
[3705.658] (S)p3qp3q: 正論パンチ👊
[3705.870] (S)かなち__93: gocchaWakotu
[3707.826] (S)ゆん윤윤: 優しいなw
[3707.828] (S)やなぺ: 正論やね
[3708.402] かぉちゃん: 稼いだ分はええんちゃうw
[3712.832] (S)_真琴_: ママの言う事ちゃんと聞いてw
[3714.414] serizawa_ri: こうやって言うのだなという、見本だw
[3714.599] (S)ate0613: 誰も助けてくれないwww
[3715.225] (S)r4444ck: 昼から入って周回するしかないｗ
[3716.751] (S)mari_atsu_kai: ママ居てて安心ねwww
[3721.536] (S)nenenba3: ハル君はいつも2位とかで今回やっと釈迦さんに勝てるチャンスやからねぇ
[3726.362] (S)wonder131415: まぁ自分で稼げる装備はあるし、稼ぐか〜
[3727.136] (S)うに073: 実績つんだら許してくれる
[3728.965] akiaki1109: みんな1位狙ってるんだねw w
[3730.472] ~MISSING_COMMENTER_INFO~: ハルママぁ
[3731.951] (S)ロビン2580: gocchaWakotu
[3733.895] (S)makaron0807: 釣りしよう
[3742.580] (S)uutannn: 1位狙ってるって知らなかったしねw
[3745.588] さんっ: ギャンブルで勝つしかない！w
[3754.271] (S)ロビン2580: 49の土地は、さら地のままです？
[3757.156] (S)ななみ0717: 頑張ってお小遣いを！！
[3757.917] (S)ate0613: 自分で稼ごう 
[3758.414] (S)アイシュ: こうなったら稼ぎますｗ
[3759.798] (S)pokorugon: カジノしにきてるからなー
[3761.714] (S)氷崎光輝_こうき_: ちゃんと賭ければ勝てるはず
[3763.289] (S)ruuu_a: ああww
[3765.931] hachiko0000: ああああああ
[3767.021] akiaki1109: 土地はそのままみたいですね
[3768.114] umimori_12: 今のままならスクラップ1位取れるしな……渋ハルも使ってほしいだろうけどw
[3769.576] (S)いとあ: これ、お小遣い渡そうとしてくれてる?
[3770.757] (S)まりん_112: gocchaZannnen
[3771.396] (S)やなぺ: ヘリの補填ないのもきつい
[3771.568] (S)たくま12345: お
[3772.653] (S)wonder131415: gocchaZannnen
[3772.685] かぉちゃん: ああ
[3774.987] (S)おやつはほねっこ: お？
[3776.482] (S)__ゆっちゃん__: まさかありけん‥
[3777.005] (S)37kkk: 実績つくろ
[3778.378] hachiko0000: お？
[3779.317] (S)ruuu_a: なになに
[3781.672] hachiko0000: まさかお小遣い？
[3782.912] (S)dolphin_1_: でもギャンブルチームって前提だった気もするんだけどｗ
[3783.213] (S)ひちゃそ: おこずかいくれる！？
[3783.827] (S)ぽろなる: まさかおこづかい！？
[3785.418] nick__ski: お小遣い？
[3786.403] (S)しゃくれ大先生: やさしいおじぃちゃん！
[3786.586] (S)ゆきぃにゃん: ありけん。。。？
[3786.660] さんっ: ！？
[3787.045] (S)ロビン2580: @akiaki1109 そーなんですね！ありがとうございます😊
[3788.822] (S)makaron0807: まさかありけん...
[3789.497] かぉちゃん: まさか？？
[3791.832] hachiko0000: ありけん！
[3792.862] (S)りいちゃん8: もしかして
[3793.743] (S)ゆう_黒: お？
[3793.879] (S)あさ_0017_: お小遣い..？
[3795.203] (S)ruuu_a: ありけん！！！
[3795.785] (S)__ゆっちゃん__: ファミリー！！
[3795.982] (S)ありま001: wwwwwww
[3796.002] (S)のーれい: gocchaWakotu
[3797.049] (S)あさ_0715: パパ！
[3797.305] (S)るえん: www
[3797.570] (S)ロミとん: わおおおおおｗ
[3797.694] (S)佐々木ラウールです: まさか
[3797.709] (S)颯椛: 優しいな
[3798.070] akiaki1109: おおおおお！！！！
[3798.756] (S)らりれら: ファミリー 
[3799.108] (S)seki_unn: wwww
[3799.962] hachiko0000: wwwwww
[3800.623] gfoohc: gocchaLove
[3800.660] ポテトヘッッド: www
[3800.753] (S)まりん_112: gocchaKirakira
[3801.067] (S)ななみ0717: ありけん 
[3801.164] (S)ダーチャウ: 優しいw
[3801.266] (S)__ゆっちゃん__: すごw
[3801.291] (S)37kkk: 甘やかすなぁー
[3801.742] (S)blueblue_blueblue: gocchaLove
[3802.259] (S)ゆう_黒: www
[3802.509] (S)ruuu_a: やさしいwwwww
[3804.157] (S)けいこ0630: wwwwwww
[3804.362] (S)ぷつん: かっこよすぎて草
[3804.613] (S)ゆん윤윤: やさしいなw
[3805.235] (S)___み___: ｗｗｗｗｗｗｗｗｗ
[3805.431] (S)うなぎや: www
[3805.482] (S)mari_atsu_kai: gocchaWww
[3805.560] hachiko0000: ありけんパパありがとう
[3806.453] (S)wonder131415: gocchaLove
[3806.646] (S)みすたぁ801: ありけん 
[3807.206] 夏き: www
[3807.361] (S)りいちゃん8: ありけんー！！！！！！！
[3807.370] さんっ: 泣けるｗｗｗｗｗｗ
[3807.441] (S)うに073: wwwwww
[3808.570] (S)瑠璃__るり__: わこつ 
[3808.639] (S)まりん_112: 優しい 
[3808.781] ウリム: ありがとう😊
[3809.482] (S)ゆきぃにゃん: やさしいｗｗ 
[3809.506] (S)ke_rberos: やったぁ！！
[3809.733] akiaki1109: ありけーーん 
[3809.737] (S)鬼煎ちゃん: 優しいwww
[3809.925] (S)ななみ0717: カッコよすぎる 
[3809.927] ~MISSING_COMMENTER_INFO~: ありけんカッコいい
[3811.224] (S)るえん: gocchaLove
[3811.287] かぉちゃん: やさしぃぃぃありけーん
[3811.838] (S)のーれい: ありけんやさ
[3811.839] (S)__ゆっちゃん__: メンケアえぐい
[3812.032] (S)re1chans2: パパやさしい
[3812.236] (S)ない_: 優男ww
[3812.471] (S)あさ_0017_: かっけーよありけん！！！！
[3812.521] (S)野苺: パッパ…！
[3812.776] (S)蒼依_はるの: ありけーーーんｗ
[3813.757] (S)ロミとん: なんて優しいんだｗ
[3813.896] (S)りょうた893: wwwww
[3814.350] (S)seki_unn: ありけんぱぱ 
[3814.745] (S)makaron0807: パパー！
[3815.722] ひろ084: BibleThump
[3816.754] (S)らりれら: ありけんパパ甘甘
[3816.835] (S)re1chans2: gocchaLove
[3816.910] (S)おやつはほねっこ: ありけええええん‼️ 
[3817.626] (S)_ぽぽたん_: けんけーーん！
[3817.780] (S)るりゅ: ありけんまじバランサー 
[3818.249] (S)ナオきち510: ありけん大好き
[3818.290] (S)蒼依_はるの: かっけぇよぉｗ
[3818.337] (S)ankosan0375: ありけん優しい 
[3818.518] さんっ: ありけーん！！！！
[3818.534] (S)___み___: パパやんｗｗｗｗｗｗｗｗｗ
[3818.765] kirisora0: さ、溶かしますか
[3818.818] hachiko0000: 優しいパッパ！
[3818.882] (S)ぽろなる: ありけんあったかいｗ
[3819.613] (S)いとあ: ありがとーーーさすがありけん！わかってるぅ
[3819.633] (S)shiki_karakyou: ファミリーあちい
[3820.144] (S)ゆん윤윤: 優しい
[3820.426] はーるん0728: けんー
[3820.440] (S)ちぃ7777: 優しい 
[3820.685] (S)マニャーナ: 甘やかしすぎｗ
[3821.111] akiaki1109: やっこよすぎでしょ 
[3821.351] (S)りいちゃん8: かっけー！！！
[3821.917] (S)ユーイング: gocchaLove
[3822.492] (S)yukichi1222: 必ず稼いで返そう
[3822.551] tm_171717: 甘やかしてくれてありがとうwwww
[3822.577] (S)おーちゃん21: あちちー 
[3822.632] (S)にいな27: ありけん優しwww
[3823.470] (S)あさ_0715: パパは優しい
[3823.790] (S)ptpxfaith: パパは甘いんだから
[3823.811] serizawa_ri: アリケンおばあちゃんみたいだw
[3824.002] (S)ワタシ0221: ありけん優しい
[3824.514] (S)ゆう_黒: パパは甘かったww
[3824.740] (S)ゆきち178: gocchaLove
[3824.947] (S)p3qp3q: ママは厳しくてパパは甘いw 
[3826.733] (S)まりん_112: gocchaLove
[3826.876] (S)ruuu_a: ママとパパがいますwww
[3827.165] ヨシダァァ: ヘソクリwww
[3828.234] (S)こはるぅ: ダメな方のファミリーだったw
[3828.335] (S)mofumofu_uchiko: gocchaLove
[3828.571] ~MISSING_COMMENTER_INFO~: 飴と鞭すぎてバランス良いww
[3828.816] 浮ﾌﾕｳ遊: やっぱ持つべきはありけんだったんだな😭
[3829.948] さんっ: ファミリーだ；；
[3831.182] (S)ate0613: ありけん 
[3831.765] (S)xxxanxxx_: 良かったねwww
[3834.709] (S)Caaarii_: ごっちゃんが1番子供だ 
[3835.484] (S)ひちゃそ: ぱぱは息子の話きいてくれるやつ
[3835.914] (S)ななみ0717: リアルママパパやwww
[3836.721] (S)tanifuji23: パパは優しいw
[3836.737] (S)ke_rberos: 実績！！！！
[3837.367] (S)蒼依_はるの: ｗｗｗｗｗｗ
[3837.540] (S)_真琴_: パパ！！w
[3837.638] (S)かりん_86: ありけん最高だよ 
[3838.694] akiaki1109: w w w
[3838.916] (S)のーれい: wwww
[3839.522] (S)氷崎光輝_こうき_: wwwww
[3839.760] (S)佐々木ラウールです: ありけんしか勝たんねんな
[3843.212] (S)ユーイング: wwwwww
[3843.301] (S)アイシュ: ｗｗｗｗｗｗｗおもろｗｗｗ
[3843.426] (S)ななみ0717: wwwww
[3843.778] (S)るえん: wwwwwwwww
[3844.641] (S)おーちゃん21: broー 
[3844.727] (S)まりん_112: 飴と鞭のパパとママでいいね 
[3844.883] (S)pokorugon: やりたい事やったって良い
[3845.356] かぉちゃん: wwwww
[3845.879] (S)けいこ0630: しっかり者のママに優しいパパ 
[3846.618] (S)ppgrd: 負けるまで賭けるよーんｗ
[3846.641] (S)__ゆっちゃん__: ぱっぱ‥
[3847.006] serizawa_ri: いいバランスだw
[3847.503] (S)蒼依_はるの: いいバランスだねぇｗｗｗ
[3847.837] (S)ruuu_a: バランスいいww
[3848.142] hachiko0000: ママは厳しくパパは優しいがバランス取れたい家族
[3850.318] さんっ: バランスいいなーｗｗｗｗｗｗ
[3851.172] (S)ない_: gocchaWww
[3853.403] (S)ini6hpq6b51kjpq: 大事につかお
[3853.614] (S)re1chans2: ありバランス最高
[3853.864] (S)ke_rberos: ほんとにふぁみりーｗｗｗ
[3855.494] (S)ゆん윤윤: ファミリーw
[3855.758] (S)okomin_takia: wwww
[3856.123] tm_171717: リアルのファミリーあるあるwwww
[3856.726] (S)ptpxfaith: ちゃんとプラスにしないとね
[3856.821] (S)マニャーナ: ママは家計を守ってるから
[3858.025] かぉちゃん: 溶かしすぎたからしょうがないw
[3858.546] (S)なおなおみん: www
[3859.008] (S)らりれら: ハルママは厳しいありけんパパ甘いw
[3859.220] (S)旨いからあげ: 厳しいんじゃなくて当たり前やw
[3859.302] (S)うに073: リアルだなぁ
[3859.370] (S)氷崎光輝_こうき_: バランス取れてるww 
[3859.495] ポテトヘッッド: 良いバランスだw
[3859.600] (S)おーちゃん21: ぱぱーんか 
[3859.619] (S)けいこ0630: 良い家族だね 
[3860.095] (S)re1chans2: gocchaLove
[3861.909] (S)るえん: ファミリーだw
[3861.922] (S)_ぽぽたん_: ファミリー感がリアルw
[3862.831] (S)ユルカ: これはしっかり増やさないとねw
[3863.058] (S)ankosan0375: いいバランスだw
[3865.984] (S)37kkk: かっこいいごっちゃんがみたいよ
[3866.942] (S)ひちゃそ: 勝って半分家にいれればいいんや
[3868.619] hachiko0000: リアルだなぁwww
[3870.950] ~MISSING_COMMENTER_INFO~: ハルママの厳しさとありけんパパの優しさがクソ染みる
[3871.657] (S)つきよおうらん: 配信者にはモテるありけんw
[3875.365] serizawa_ri: 両方甘いとつぶれるw
[3875.675] (S)ke_rberos: ごっちゃん長男？ｗ
[3880.522] (S)こはるぅ: 金使い荒いパパってうちみたいｗ
[3881.422] (S)37kkk: うん
[3881.582] (S)るえん: gocchaWww
[3881.595] (S)まめ222: そうなんだよね
[3882.188] (S)r4444ck: 113億ｗｗ
[3883.727] (S)__ゆっちゃん__: そうなんだよね
[3883.938] (S)re1chans2: リアルパハすぎる😹
[3884.987] (S)颯椛: ないなるw
[3886.027] (S)ユーイング: バレたらパパも叱られる
[3886.563] (S)蒼依_はるの: 大丈夫！いつも溶かす！
[3887.213] (S)みすたぁ801: 狙ってない時にくるよね
[3888.416] (S)しゃくれ大先生: あぶく銭だしいいいんだよー
[3888.601] (S)ruuu_a: いまさらwww
[3888.926] (S)まりん_112: だよね 
[3890.209] (S)コアセルベート: いつもそうやんw
[3890.576] (S)_真琴_: 勝ってママにドーンって渡そう！！
[3893.548] ウリム: ドミニカトゥルットゥー
[3895.780] さんっ: ごっちゃんがいつもパパなのにw
[3897.577] (S)すき焼きの春菊: こういうときっていうかいつも溶かしてるって
[3898.460] (S)おやつはほねっこ: しかもママに内緒でくれるのリアルすぎる🤣🤣🤣
[3901.247] (S)なおなおみん: 何時もよw
[3906.188] (S)pokorugon: 楽しんでる時に勝ってる気がする
[3909.267] (S)ankosan0375: 稼いでから行ったほうが勝つよね
[3909.637] ヨシダァァ: 勝っても止めないから結局0よw
[3910.759] (S)アイシュ: どういうときもよ
[3912.076] (S)檸檬ティー: gocchaGanbare
[3918.819] 夏き: 勝とう
[3923.165] (S)mofumofu_uchiko: 実績作らないとね！！
[3929.255] hachiko0000: 実績作ればママも許してくれる
[3930.880] (S)pokorugon: まずは増やしてからやない
[3942.374] (S)ひちゃそ: ぼたんってなんだ？
[3946.737] (S)ずんずん322: いまだに良くわかんないね('u')
[3953.179] (S)こはるぅ: なんで言ってくれてた時に聞かないのよｗ
[3953.833] (S)wonder131415: ギャンブル雑魚からギャンブル王に上り詰めよう
[3956.687] (S)みすたぁ801: おお
[3963.359] (S)まりん_112: おー
[3963.768] (S)makaron0807: まずは、増やしておおがけしよう
[3966.014] (S)__ゆっちゃん__: 1多いね
[3969.123] (S)pokorugon: 左からって言ってる人がいたよ
[3973.480] hachiko0000: これ横で見るの？縦で見るの？
[3975.682] (S)ひちゃそ: 31おおい
[3983.628] (S)あさ_0017_: 3か？
[3986.214] (S)Hiroki_gtr34: 昨日縦読みって言ってなかった？
[4001.707] (S)ピンクアイス: 右上じゃない？
[4009.677] (S)__ゆっちゃん__: 20全然きてないね
[4016.128] (S)shiki_karakyou: 左から縦か？
[4017.217] (S)pokorugon: 右下？
[4024.271] hachiko0000: え？
[4024.406] (S)m_aru_7193: 左上から横に読むみたいです
[4024.870] (S)ke_rberos: え、1回でクリア？！つよｗｗ
[4025.895] (S)とびうお30匹: 右下がどうたらって言ってた気がする
[4031.354] (S)shiki_karakyou: よくわからんな
[4033.665] (S)ankosan0375: 見方わからん
[4033.677] (S)あさ_0017_: 最新のはまだ出てないとか？
[4040.556] (S)えりざべす___: わこ 
[4048.551] mi102c: もんちゃんも〜たっていい構文言うんだなw
[4050.453] hachiko0000: 5.1.3
[4081.069] (S)カオナシナナシ: 多分、プレイヤー履歴だと思う
[4146.966] (S)無川來: 使ったスクラップ合計30万www
[4147.634] akiaki1109: 5,1,3,これはどっちだろ
[4149.279] (S)yogore_jp: 1000スクラップ以上でたっときの履歴じゃね？びっくWINの
[4169.441] akiaki1109: 5,1,3,(3か1),3
[4205.243] (S)ruuu_a: wwwww
[4207.819] (S)カオナシナナシ: そそ BIGwinr履歴
[4210.264] (S)ひちゃそ: ｗｗｗｗ
[4211.445] (S)るえん: gocchaWww
[4212.011] (S)ゆう_黒: www
[4216.597] (S)まりん_112: ww
[4222.821] (S)re1chans2: www
[4223.825] (S)カオナシナナシ: 載ってるのが
[4227.525] akiaki1109: 5,1,3,(3か1),3,3,
[4233.793] punipuni1004: 10だ
[4234.267] (S)はくまいこ: ママにバレないかひやひやするw
[4255.438] (S)こはるぅ: ごっちゃーん！ってきこえたｗ
[4257.261] hachiko0000: 10！
[4259.640] (S)ゆきぃにゃん: よばれたよね？ｗ
[4292.553] (S)るえん: ww
[4296.493] (S)るえん: gocchaGanbare
[4301.136] (S)re1chans2: くぅう
[4302.893] (S)しーくんくん: うらぎりおにぎり・・・
[4302.962] (S)まりん_112: くぅ
[4306.593] punipuni1004: 20くるかー？
[4308.423] (S)とびうお30匹: 5.10.20かければ勝てそうだよねぇ
[4313.582] (S)37kkk: やめとこ
[4313.773] (S)re1chans2: こいこい
[4356.342] (S)まりん_112: gocchaZannnen
